# Puffer Train por Simpsons
# wikipedia.org/wiki/User:Simpsons_contributor
# wikipedia.org/wiki/Puffer_train#/media/File:Stable_puffer_animation.gif

78,2
78,4
77,2
77,5
76,-10
76,5
76,6
75,-10
75,-9
75,-8
75,-7
75,7
74,-8
74,-7
74,5
74,6
74,7
74,8
73,-5
73,4
73,9
72,-8
72,-7
72,-6
72,-5
72,6
72,9
71,-4
71,6
71,9
70,-8
70,-5
70,-4
70,-3
70,8
69,-6
69,-5
69,-4
69,2
69,4
69,5
69,6
69,7
68,-5
68,2
68,6
67,-10
67,-8
67,-7
67,-6
67,5
66,-10
66,-9
66,-6
66,3
66,5
65,-9
65,-8
65,-7
64,-9
64,4
64,5
64,6
63,-7
63,5
63,6
62,-9
62,-7
62,4
62,5
62,6
61,-6
60,-9
60,-7
60,3
60,5
59,-7
59,5
58,-9
58,2
58,6
57,-9
57,-8
57,-7
57,2
57,4
57,5
57,6
57,7
56,-10
56,-9
56,-6
56,8
55,-10
55,-8
55,-7
55,-6
55,6
55,9
54,-5
54,6
54,9
53,-6
53,-5
53,-4
53,4
53,9
52,-8
52,-5
52,-4
52,-3
52,5
52,6
52,7
52,8
51,-4
51,7
50,-8
50,-7
50,-6
50,-5
50,5
50,6
49,-5
49,2
49,5
48,-8
48,-7
48,2
48,4
47,-10
47,-9
47,-8
47,-7
46,-10
46,-1
46,0
46,2
45,-12
45,-10
45,2
44,-12
44,-1
44,1
44,2
43,-14
43,-11
43,-10
43,-1
42,-13
42,-12
42,-11
42,-3
41,-15
41,-13
41,-3
40,-15
40,-8
40,-6
40,-4
40,-3
40,9
39,-16
39,-15
39,-9
39,-6
39,9
39,10
39,11
39,12
38,-16
38,-15
38,-7
38,11
38,12
37,-16
37,-15
37,-12
37,-11
37,-8
37,14
36,-16
36,-15
36,-12
36,-11
36,-10
36,-9
36,11
36,12
36,13
36,14
35,-16
35,-15
35,15
34,-16
34,-15
34,-12
34,-11
34,-10
34,-9
34,11
34,14
34,15
34,16
33,-16
33,-15
33,-12
33,-11
33,-8
33,13
33,14
33,15
32,-16
32,-15
32,-7
32,14
31,-16
31,-15
31,-12
31,-11
31,-7
31,9
31,11
31,12
31,13
30,-16
30,-15
30,-12
30,-11
30,-10
30,-9
30,-8
30,-6
30,9
30,10
30,13
29,-16
29,-15
29,-7
29,-6
29,-5
29,10
29,11
29,12
28,-16
28,-15
28,-12
28,-11
28,-10
28,-9
28,-8
28,-6
28,10
27,-16
27,-15
27,-12
27,-11
27,-7
27,12
26,-16
26,-15
26,-7
26,10
26,12
25,-16
25,-15
25,-12
25,-11
25,-8
25,13
24,-16
24,-15
24,-12
24,-11
24,-10
24,-9
24,-4
24,-2
24,5
24,7
24,9
24,13
23,-16
23,-15
23,-4
23,-2
23,-1
23,0
23,1
23,4
23,6
23,7
23,9
23,12
22,-16
22,-15
22,-12
22,-11
22,-10
22,-9
22,-4
22,0
22,1
22,4
22,5
22,10
22,12
21,-16
21,-15
21,-12
21,-11
21,-8
21,-2
21,-1
21,3
21,4
20,-16
20,-15
20,-7
20,-4
20,-2
20,0
20,1
20,2
20,3
20,11
20,12
20,13
19,-16
19,-15
19,-7
19,-4
19,12
19,13
18,-16
18,-15
18,-12
18,-11
18,-8
18,-4
18,-2
18,0
18,1
18,2
18,3
18,11
18,12
18,13
17,-16
17,-15
17,-12
17,-11
17,-10
17,-9
17,-2
17,-1
17,3
17,4
16,-16
16,-15
16,-4
16,0
16,1
16,4
16,5
16,10
16,12
15,-16
15,-15
15,-12
15,-11
15,-10
15,-9
15,-4
15,-2
15,-1
15,0
15,1
15,4
15,6
15,7
15,9
15,12
14,-16
14,-15
14,-12
14,-11
14,-8
14,-4
14,-2
14,5
14,7
14,9
14,13
13,-16
13,-15
13,-7
13,13
12,-16
12,-15
12,-12
12,-11
12,-7
12,10
12,12
11,-16
11,-15
11,-12
11,-11
11,-10
11,-9
11,-8
11,-6
11,12
10,-16
10,-15
10,-7
10,-6
10,-5
10,10
9,-16
9,-15
9,-12
9,-11
9,-10
9,-9
9,-8
9,-6
9,10
9,11
9,12
8,-16
8,-15
8,-12
8,-11
8,-7
8,9
8,10
8,13
7,-16
7,-15
7,-7
7,9
7,11
7,12
7,13
6,-16
6,-15
6,-12
6,-11
6,-8
6,14
5,-16
5,-15
5,-12
5,-11
5,-10
5,-9
5,13
5,14
5,15
4,-16
4,-15
4,11
4,14
4,15
4,16
3,-16
3,-15
3,-12
3,-11
3,-10
3,-9
3,15
2,-16
2,-15
2,-12
2,-11
2,-8
2,11
2,12
2,13
2,14
1,-16
1,-15
1,-7
1,14
0,-16
0,-15
0,-12
0,-11
0,-7
0,11
0,12
-1,-16
-1,-15
-1,-12
-1,-11
-1,-10
-1,-9
-1,-8
-1,-6
-1,9
-1,10
-1,11
-1,12
-2,-16
-2,-15
-2,-7
-2,-6
-2,-5
-2,9
-3,-16
-3,-15
-3,-12
-3,-11
-3,-10
-3,-9
-3,-8
-3,-6
-4,-16
-4,-15
-4,-12
-4,-11
-4,-7
-5,-16
-5,-15
-5,-7
-6,-16
-6,-15
-6,-12
-6,-11
-6,-8
-6,9
-7,-16
-7,-15
-7,-12
-7,-11
-7,-10
-7,-9
-7,9
-7,10
-7,11
-7,12
-8,-16
-8,-15
-8,11
-8,12
-9,-16
-9,-15
-9,-12
-9,-11
-9,-10
-9,-9
-9,14
-10,-16
-10,-15
-10,-12
-10,-11
-10,-8
-10,11
-10,12
-10,13
-10,14
-11,-16
-11,-15
-11,-7
-11,15
-12,-16
-12,-15
-12,-12
-12,-11
-12,-7
-12,11
-12,14
-12,15
-12,16
-13,-16
-13,-15
-13,-12
-13,-11
-13,-10
-13,-9
-13,-8
-13,-6
-13,13
-13,14
-13,15
-14,-16
-14,-15
-14,-7
-14,-6
-14,-5
-14,14
-15,-16
-15,-15
-15,-12
-15,-11
-15,-10
-15,-9
-15,-8
-15,-6
-15,9
-15,11
-15,12
-15,13
-16,-16
-16,-15
-16,-12
-16,-11
-16,-7
-16,9
-16,10
-16,13
-17,-16
-17,-15
-17,-7
-17,10
-17,11
-17,12
-18,-16
-18,-15
-18,-12
-18,-11
-18,-8
-18,10
-19,-16
-19,-15
-19,-12
-19,-11
-19,-10
-19,-9
-19,12
-20,-16
-20,-15
-20,10
-20,12
-21,-16
-21,-15
-21,-12
-21,-11
-21,-10
-21,-9
-21,13
-22,-16
-22,-15
-22,-12
-22,-11
-22,-8
-22,-4
-22,-2
-22,5
-22,7
-22,9
-22,13
-23,-16
-23,-15
-23,-7
-23,-4
-23,-2
-23,-1
-23,0
-23,1
-23,4
-23,6
-23,7
-23,9
-23,12
-24,-16
-24,-15
-24,-7
-24,-4
-24,0
-24,1
-24,4
-24,5
-24,10
-24,12
-25,-16
-25,-15
-25,-12
-25,-11
-25,-8
-25,-2
-25,-1
-25,3
