12,-4
12,-3
12,-2
12,2
12,3
12,4
11,-4
11,-1
11,1
11,4
10,-4
10,4
9,-4
9,4
8,-3
8,-1
8,1
8,3
7,-3
7,-1
7,1
7,3
6,-2
6,2
5,-3
5,-2
5,-1
5,1
5,2
5,3
4,0
3,-4
3,-3
3,-2
3,-1
3,0
3,1
3,2
3,3
3,4
2,-5
2,5
1,-6
1,-5
1,-4
1,-3
1,-2
1,-1
1,0
1,1
1,2
1,3
1,4
1,5
1,6
0,-23
0,-22
0,-9
0,-8
0,8
0,9
0,22
0,23
-1,-24
-1,-23
-1,-22
-1,-21
-1,-10
-1,-6
-1,-5
-1,-4
-1,-3
-1,-2
-1,-1
-1,0
-1,1
-1,2
-1,3
-1,4
-1,5
-1,6
-1,10
-1,21
-1,22
-1,23
-1,24
-2,-25
-2,-24
-2,-22
-2,-21
-2,-11
-2,-7
-2,7
-2,11
-2,21
-2,22
-2,24
-2,25
-3,-24
-3,-23
-3,-16
-3,-11
-3,-5
-3,-4
-3,-3
-3,-2
-3,-1
-3,0
-3,1
-3,2
-3,3
-3,4
-3,5
-3,11
-3,16
-3,23
-3,24
-4,-17
-4,-16
-4,-12
-4,-10
-4,-9
-4,-5
-4,5
-4,9
-4,10
-4,12
-4,16
-4,17
-5,-19
-5,-18
-5,-13
-5,-12
-5,-11
-5,-4
-5,-3
-5,-2
-5,-1
-5,0
-5,1
-5,2
-5,3
-5,4
-5,11
-5,12
-5,13
-5,18
-5,19
-6,-19
-6,-18
-6,-17
-6,-13
-6,-12
-6,-11
-6,0
-6,11
-6,12
-6,13
-6,17
-6,18
-6,19
-7,-19
-7,-18
-7,-13
-7,-12
-7,-4
-7,-3
-7,-2
-7,2
-7,3
-7,4
-7,12
-7,13
-7,18
-7,19
-8,-17
-8,-16
-8,-2
-8,2
-8,16
-8,17
-9,-24
-9,-23
-9,-16
-9,16
-9,23
-9,24
-10,-25
-10,-24
-10,-22
-10,-21
-10,-3
-10,-2
-10,-1
-10,1
-10,2
-10,3
-10,21
-10,22
-10,24
-10,25
-11,-24
-11,-23
-11,-22
-11,-21
-11,-3
-11,-2
-11,-1
-11,1
-11,2
-11,3
-11,21
-11,22
-11,23
-11,24
-12,-23
-12,-22
-12,-4
-12,-2
-12,-1
-12,1
-12,2
-12,4
-12,22
-12,23
-13,-4
-13,-3
-13,-2
-13,2
-13,3
-13,4
-14,-3
-14,3
